Word, Count
ail'st,1
aim,39
aimed,1
aimest,1
aim'd,6
aim'st,1
aiming,3
aims,4
ainsi,2
air,185
aired,1
air'd,1
air's,1
airless,1
airs,5
airy,15
ajax,125
ajax',3
ak,1
akilling,1
alabaster,3
alack,77
alacrity,4
alarbus,4
alarbus',1
alarm,4
alarms,1
alarum,86
alarum'd,2
alarums,24
alas,222
alb,58
alban,3
alban's,1
albans,17
albans',2
albany,14
albany's,6
albeit,16
albion,3
albion's,3
alchemist,2
alchemy,3
alcibiades,60
alcibiades',1
alcides,5
alcides',2
alder,1
alderman,1
alderman's,1
aldermen,7
ale,19
alecto's,1
alehouse,8
alehouse',1
alehouses,1
alencon,48
alencon's,2
alengon,1
aleppo,2
ales,2
alewife's,1
alexander,33
alexander's,1
alexanders,1
alexandria,25
alexandrian,2
alexas,34
al'ce,1
alias,4
alice,30
alien,3
aliena,7
alight,1
alighted,3
alights,1
aliis,1
alike,42
alisander,6
alive,90
all,3939
alla,2
allay,12
allayed,1
allay'd,1
allaying,2
allayment,1
allayments,1
allays,1
allegation,1
allegations,1
allege,2
alleged,2
allegiance,26
allegiant,1
alley,2
alleys,2
all's,38
allhallowmas,1
alliance,16
allicholy,1
allied,5
allies,6
alligant,1
alligator,1
allons,4
allot,1
allots,1
allotted,1
allottery,1
allow,29
allowance,10
allowed,5
allow'd,18
allowing,3
allows,4
alls,1
allure,2
allurement,1
allur'd,1
alluring,1
allusion,2
ally,1
allycholly,1
almain,1
almanac,2
almanack,1
almanacs,1
almighty,7
almond,1
almost,162
alms,16
almsman's,1
aloes,1
aloft,22
alone,237
along,112
alonso,50
aloof,19
aloud,27
alphabet,1
alphabetical,1
alphonso,1
alps,4
already,149
also,42
altar,11
altars,3
alter,15
alteration,11
altered,2
alter'd,14
alternate,1
alternative,1
alternatively,2
alters,4
alt'red,4
alt'ring,2
althaea,2
althaea's,1
although,79
altitude,3
altogether,23
altogether's,1
alton,1
alway,1
always,63
am,2168
amaimon,1
amain,14
amaking,1
amamon,1
amaze,9
amazed,11
amazedly,4
amazedness,2
amazement,12
amazes,1
amazeth,1
amaz'd,29
amazing,1
amazon,4
amazonian,2
amazons,4
ambassador,28
ambassadors,20
amber,7
ambiguides,1
ambiguities,1
ambiguous,1
ambition,45
ambition's,2
ambitions,2
ambitious,37
ambitiously,2
amble,1
ambled,1
ambles,4
ambling,3
ambo,1
ambuscadoes,1
ambush,8
amen,81
amend,18
amended,4
amendment,4
amends,24
amerce,1
america,1
ames,1
amiable,7
amid,1
amidst,1
amiens,16
amis,2
amiss,37
amities,2
amity,23
amnipotent,1
among,92
among's,1
amongst,37
amorous,23
amorously,1
amort,2
amount,7
amounts,3
amphimacus,1
ample,16
ampler,1
amplest,2
amplified,1
amplify,3
amply,3
ampthill,1
amurath,2
amyntas,1
an,1838
anatomize,3
anatomiz'd,2
anatomy,4
ancestor,5
ancestors,20
ancestry,4
anchises,2
anchises',1
anchor,7
anchorage,1
anchored,1
anchor'd,1
anchor's,1
anchoring,2
anchors,5
anchovies,1
ancient,78
ancient'st,1
ancientry,2
ancients,1
ancus,1
and,26834
and',1
and't,1
andirons,1
andpholus,1
andren,1
andrew,29
andromache,12
andronici,4
andronicus,58
andronicus',1
anew,8
angel,54
angel',1
angelica,1
angelical,1
angelo,209
angelo's,7
angels,35
angels',2
anger,54
anger'd,4
anger's,2
angerly,2
angers,4
anges,1
ang'red,4
ang'ring,1
angiers,18
anglais,2
angle,8
angler,1
angleterre,1
angl'd,1
angliae,1
angling,3
anglish,1
angrily,1
angry,94
anguish,6
angus,12
an',1
an't,50
animal,3
animals,5
animis,1
anjou,18
ankle,1
anna,1
annals,1
anne,174
anne's,4
annexed,1
annex'd,1
annexions,1
annexment,1
annothanize,1
announces,1
annoy,8
annoyance,5
annoy'd,1
annoying,1
annual,4
anoint,2
anointed,20
anon,125
another,429
another',1
another's,25
anselmo,1
answer,382
answerable,3
answered,17
answerest,1
answer'd,41
answer'st,2
answer't,1
answering,8
answers,24
ant,24
ante,2
antenor,17
antenorides,1
anteroom,1
anthem,1
anthems,1
anthony,5
anthropophagi,1
anthropophaginian,1
antiates,4
antic,11
anticipate,1
anticipates,1
anticipatest,1
anticipating,1
anticipation,1
antick'd,1
anticly,1
antics,2
antidote,1
antidotes,1
antigonus,32
antiopa,1
antipathy,1
antipholus,219
antipholuses,1
antipholus',1
antipodes,5
antiquary,1
antique,15
antiquity,7
antium,10
antoniad,1
antonio,253
antonio's,10
antonius,3
antonius',1
antony,507
antony's,11
antres,1
anvil,2
any,972
anybody,4
any's,2
anyone,7
anything,107
anywhere,8
ap,1
apace,27
apart,40
apartment,1
apartments,2
ape,23
apemantus,132
apemantus',1
apennines,1
apes,15
apiece,4
apish,5
apollinem,1
apollo,18
apollodorus,1
apollo',1
apollo's,7
apology,5
apoplex'd,1
apoplexy,4
apostle,1
apostles,1
apostrophas,1
apoth,4
apothecary,7
appal,2
appalled,1
appall'd,1
appals,2
apparel,40
apparelled,1
apparell'd,7
apparent,26
apparently,1
apparition,12
apparitions,3
appeach,2
appeach'd,1
appeal,18
appeal'd,1
appeals,1
appear,130
appearance,13
appeared,6
appeareth,3
appear'd,21
appearing,10
appears,51
appease,4
appeased,1
appeas'd,4
appelant's,1
appele,1
appelee,1
appeles,1
appelez,4
appellant,5
appellants,1
appelons,1
appendix,1
apperil,1
appertain,2
appertaining,3
appertainings,2
appertains,1
appertinent,2
appertinents,1
appetite,38
appetites,4
applaud,11
applauded,1
applauding,2
applause,13
applauses,1
apple,13
apples,3
appletart,1
appliance,3
appliances,2
applicable,3
applications,1
applied,6
applies,3
apply,17
applying,3
appoint,12
appointed,34
appointment,10
appointments,3
appoints,1
apprehend,17
apprehended,9
apprehend'st,1
apprehends,3
apprehension,14
apprehensions,3
apprehensive,3
apprenticehood,1
appris,1
approach,74
approachers,1
approaches,16
approacheth,4
approach'd,4
approaching,5
approbation,13
approof,4
appropriation,1
approve,27
approved,13
approvers,1
approves,5
approv'd,5
appurtenance,1
appurtenances,1
apricocks,2
april,14
april's,3
apron,3
aprons,5
apt,42
apter,2
aptest,1
aptly,7
aptness,3
aqua,6
aquilon'd,1
aquitaine,8
arabia,5
arabian,3
araise,1
arbitrate,5
arbitrating,1
arbitrator,2
arbitrement,6
arbors,1
arbour,6
arc,3
arch,19
archbishop,69
archbishop's,4
archbishopric,1
archdeacon,1
archdeacon's,1
arched,2
archelaus,1
archer,2
archers,3
archery,2
arch'd,1
archibald,2
archidamus,9
architect,1
archive,13
arcu,1
arde,1
arden,7
ardent,1
ardour,2
are,3876
argal,3
argier,2
argo,1
argosies,3
argosy,5
argue,5
argued,2
argues,11
argu'd,1
arguing,3
argument,67
arguments,11
argus,3
ariachne's,1
ariadne,2
ariel,91
ariel's,2
aries,1
aright,9
arinado's,1
arinies,1
arion,1
arise,39
arises,1
ariseth,2
arising,1
aristode,1
aristotle's,1
arithmetic,6
arithmetician,1
ark,1
arm,143
armado,123
armadoes,1
armado's,1
armagnac,3
arme,2
armed,34
armenia,2
arm'd,40
arm's,3
armies,12
arming,5
armipotent,2
armor,3
armour,41
armourer,7
armourer's,1
armourers,2
armours,3
armoury,3
arms,257
arms',1
army,96
army's,1
arn,3
aroint,3
arose,3
arouse,1
aroused,1
arragon,10
arraign,6
arraigned,1
arraigning,1
arraignment,1
arrant,16
arras,14
array,14
array'd,2
arrearages,1
arrest,27
arrested,12
arrests,2
arrival,6
arrivance,1
arrive,5
arrived,7
arrives,2
arriv'd,18
arriving,1
arrogance,6
arrogancy,1
arrogant,4
arrow,8
arrows,13
art,914
artemidorus,7
arteries,1
art's,1
arthur,61
arthur's,13
article,18
articles,19
articulate,2
artificer,1
artificial,6
artillery,5
artire,1
artist,1
artists,1
artless,1
artois,1
arts,14
artus,1
arviragus,63
as,5974
asaph,1
ascanius,1
ascend,12
ascended,2
ascendeth,1
ascends,5
ascension,5
ascent,1
ascii,5
ascribe,3
ascribes,1
as's,1
as't,4
ash,2
ashamed,7
asham'd,26
asher,1
ashes,19
ashford,2
ashore,11
ashouting,1
ashy,1
asia,4
aside,466
ask,161
askance,2
asked,4
asker,1
asketh,2
ask'd,28
ask'st,2
asking,12
asks,2
aslant,1
asleep,60
asmath,1
asp,3
aspect,26
aspects,4
aspen,2
aspersion,1
aspic,2
aspic's,1
aspicious,1
aspics',1
aspiration,1
aspire,4
aspir'd,2
aspiring,7
asquint,1
ass,91
assail,5
assailable,1
assailant,1
assailants,1
assailed,4
assaileth,1
assail'd,2
assailing,2
assails,2
assassination,1
assault,16
assaulted,2
assaults,3
assay,15
assay'd,3
assaying,1
assays,3
assemblance,1
assemble,7
assembled,10
assemblies,2
assembly,15
assent,2
asses,9
assez,1
ass's,3
assign,3
assigned,1
assign'd,4
assigns,2
assinico,1
assist,20
assistance,15
assistances,1
assistant,4
assistants,2
assisted,3
assisting,1
associate,1
associated,9
associates,1
association,1
assuage,2
assubjugate,1
assume,13
assumes,2
assum'd,1
assumption,1
assurance,29
assure,50
assured,16
assuredly,4
assures,1
assur'd,37
assyrian,2
asterisk,1
astonish,3
astonished,1
astonish'd,3
astraea's,1
astray,2
astrea,1
astronomer,1
astronomers,1
astronomical,1
astronomy,1
asunder,15
at,2530
atalanta's,2
ate,3
ates,2
at's,3
athenian,35
athenian's,3
athenians,4
athens,71
athens',1
athol,1
athversary,3
athwart,8
atlas,2
atomies,3
atomy,1
atone,7
atonement,2
atonements,1
atropos,1
attach,10
attached,2
attach'd,6
attachment,1
attain,9
attainder,4
attain'd,5
attains,1
attaint,7
attainted,4
attainture,1
attempt,34
attemptable,1
attempted,2
attempting,2
attempts,7
attend,116
attendance,8
attendant,36
attendant's,1
attendants,141
attended,45
attendents,2
attendeth,1
attend'st,1
attending,43
attends,19
attent,1
attention,5
attentive,5
attentivenes,1
attest,4
attested,1
attire,13
attired,3
attires,3
attir'd,3
attorney,8
attorneyed,1
attorney'd,1
attorneys,3
attorneyship,1
attract,1
attraction,2
attractive,2
attracts,2
attribute,4
attributed,1
attributes,2
attribution,1
attributive,1
atwain,2
au,2
aubrey,1
auburn,1
aucun,1
audacious,7
audaciously,1
audacity,2
audible,2
audience,32
audis,1
audit,9
auditor,2
auditors,1
auditory,1
audre'y,1
audrey,32
aufidius,93
aufidiuses,1
aufidius',4
auger,1
auger's,1
aught,76
augment,4
augmentation,1
augmented,3
augmenting,2
augurer,2
augurers,3
augures,1
auguring,1
augurs,1
augury,2
august,2
augustus,5
augustus',1
auld,1
aumerle,71
aunchient,8
aunt,26
aunts,1
auricular,1
aurora's,2
auspicious,6
aussi,2
austere,4
austerely,2
austereness,1
austerity,3
austria,24
austria's,2
aut,1
authentic,4
author,16
author's,2
authorities,5
authority,55
authorized,2
authorizing,1
authors,5
autolycus,75
autre,1
autumn,7
autumn's,2
auvergne,3
avail,4
available,2
avails,2
avarice,2
avaricious,1
avaunt,15
ave,3
avenge,1
avenged,2
aveng'd,3
averring,1
avert,1
aves,1
avez,1
avis'd,3
avoid,38
avoided,8
avoiding,1
avoids,1
avoirdupois,1
avouch,10
avouched,1
avouches,2
avouch't,1
avouchment,1
avow,2
await,2
awaits,1
awake,78
awaked,2
awaken,1
awakened,1
awakens,1
awakes,4
awak'd,15
awaking,6
award,1
awards,3
awasy,1
away,861
away',1
awe,18
aweary,9
aweless,2
awful,7
aw'd,1
awhile,102
awkward,3
awl,2
awooing,1
awork,2
awry,7
axe,22
axe's,1
axle,1
axletree,1
ay,750
aye,15
ayez,1
ay'll,1
azure,1
azur'd,2
b,11
ba,2
babble,3
babbl'd,1
babbling,6
babe,38
babe's,1
babes,21
babes',1
babies,3
baboon,3
baboon's,1
baboons,1
baby,15
baby's,1
babylon,2
bacare,1
bacchanals,2
bacchus,2
bachelor,18
bachelors,3
bach'lorship,1
back,346
backbite,1
backbitten,1
back'd,9
backing,3
backs,22
backward,20
backwardly,1
backwards,1
bacon,3
bacons,1
bad,124
bade,44
badge,14
badged,1
badges,4
bad'st,2
badly,1
badness,4
baes,2
baffle,2
baffled,1
baffl'd,2
bag,15
baggage,7
bagot,19
bagpipe,4
bags,10
bail,16
bailiff,1
baillez,1
baily,1
baisant,1
baisees,1
baiser,1
bait,18
baited,6
baiting,4
baitings,1
baits,3
bajazet's,1
bake,2
baked,1
baker's,1
bakers',1
bakes,1
bak'd,7
baking,1
bal,9
balance,11
balanc'd,1
balcony,1
bald,20
baldrick,1
bale,1
baleful,7
balk,1
balk'd,1
ball,5
ballad,19
ballads,5
ballast,1
ballasting,1
ballet,1
ballow,1
balls,14
balm,15
balm'd,1
balms,1
balmy,3
balsam,1
balsamum,1
balth,10
balthasar,19
balthazar,12
bames,1
ban,5
banbury,1
band,31
bandied,1
banding,1
bandit,12
banditti,5
banditto,1
bands,16
bandy,7
bandying,2
bane,6
banes,2
bang,1
bang'd,2
bangor,1
ban'd,1
banish,37
banished,29
banished',2
banishers,1
banish'd,90
banishment,37
banister,1
bank,14
bank'd,1
bankrout,1
bankrupt,12
bankrupts,1
banks,14
banner,4
bannerets,1
banners,8
banning,1
banns,2
banquet,31
banqueted,1
banqueting,3
banquets,2
banquo,69
banquo's,6
bans,3
baptism,3
baptista,107
baptista's,10
baptista'so,1
baptiz'd,1
bar,34
barbarian,2
barbarians,1
barbarism,4
barbarous,20
barbary,11
barbason,2
barbed,2
barber,1
barber'd,1
barber's,7
barbermonger,1
bard,17
bardolph,190
bardolph's,3
bards,1
bare,63
bared,1
barefaced,1
barefac'd,1
barefoot,6
bareheaded,5
barely,4
bareness,4
barful,1
bargain,19
bargain'd,2
bargains,3
barge,5
bargulus,1
bar'd,1
bar'st,2
baring,1
bark,46
bark'd,2
bark'st,1
barking,2
barkloughly,1
barks,6
barky,1
barley,3
barm,1
barn,2
barnacles,1
barnardine,25
barnardine's,1
barne,2
barnes,2
barnet,3
barns,2
baron,1
barons,6
barony,1
barrabas,1
barrel,1
barrels,1
barren,41
barrenly,1
barrenness,1
barr'd,11
barricado,2
barricadoes,1
barrow,1
bars,14
barson,1
barter'd,1
bartholomew,3
bas,1
basan,1
base,159
based,5
baseless,1
basely,9
baseness,17
baser,11
bases,2
basest,13
bas'd,1
bashful,6
bashfulness,1
basilisco,1
basilisk,4
basilisks,4
basimecu,1
basin,5
basingstoke,1
basins,1
basis,6
basket,36
baskets,2
bask'd,1
bass,6
bassanio,120
bassanio's,7
basset,11
bassianus,42
bassianus',3
basta,1
bastard,205
bastard's,2
bastardizing,1
bastardly,1
bastards,16
bastardy,8
basted,1
bastes,1
bastinado,3
basting,2
bat,6
batailles,1
batch,1
bate,15
bated,9
bates,11
bat's,1
bath,8
bathe,6
bathed,2
bath'd,4
bathing,1
baths,1
bating,1
batler,1
bats,3
battalia,1
battalions,1
batten,2
batter,2
batter'd,1
battering,2
batters,3
battery,7
batt'red,2
batt'ring,1
batt'ry,6
battle,113
battled,1
battlefield,1
battle's,4
battlements,8
battles,18
batty,1
bauble,8
baubles,1
baubling,1
baulk'd,1
bavin,1
bawcock,4
bawd,38
bawd's,1
bawdry,3
bawds,6
bawdy,13
bawl,1
bawling,1
bay,27
bay'd,3
baying,1
baynard's,3
bayonne,1
bays,2
be,7105
beach,5
beached,2
beachy,1
beacon,4
bead,1
beaded,1
beadle,15
beadles,4
beads,10
beadsmen,1
beagle,1
beagles,1
beak,3
beaks,1
beam,11
beamed,3
beams,25
bean,2
beans,1
bear,543
beard,95
bearded,7
beard's,1
beardless,2
beards,14
bearer,13
bearers,5
bearest,5
beareth,1
bear's,1
bear'st,7
bear't,2
bearing,73
bears,107
beast,72
beast's,1
beastliest,1
beastliness,1
beastly,21
beasts,34
beat,236
beated,1
beaten,50
beat'em,1
beating,21
beatrice,56
beats,30
beau,22
beaufort,18
beaufort's,4
beaumond,1
beaumont,2
beauteous,39
beautied,1
beauties,13
beautified,2
beautiful,16
beautify,3
beauty,203
beauty's,30
beaver,6
beavers,1
became,24
because,188
bechance,1
bechanced,1
bechanc'd,1
beck,5
beck'd,1
beck'ning,1
beckon'd,1
beckons,5
becks,2
become,141
becomed,1
become't,1
becomes,66
becom'd,2
becom'st,2
becoming,8
becomings,1
bed,308
bedabbled,1
bedash'd,1
bedaub'd,1
bedazzled,1
bedchamber,8
bedclothes,1
bedded,3
bedeck,1
bedecking,1
bedew,3
bedfellow,10
bedfellows,1
bedford,48
bedford's,1
bedlam,8
bedrench,1
bedrid,2
beds,24
beds',1
bedtime,2
bedward,1
bee,10
beef,13
beefs,1
bee's,1
beehives,1
been,698
beer,6
bees,10
beest,12
beetle,7
beetles,4
beeves,2
befall,28
befallen,1
befall'n,7
befalls,1
befell,3
befits,9
befitted,1
befitting,1
before,836
before's,1
before't,1
beforehand,1
befor't,1
befortune,1
befriend,5
befriended,2
befriends,2
beg,95
began,33
began'st,1
began't,1
beget,22
begets,4
begetting,3
beggar,63
beggared,1
beggar'd,5
beggar's,9
beggarly,10
beggarman,1
beggars,23
beggars',1
beggary,12
begg'd,26
begging,8
beg'st,1
begin,113
beginners,2
beginning,19
beginnings,1
begins,55
begnawn,1
begone,4
begot,26
begotten,6
begrimed,1
begs,7
beguile,24
beguiled,4
beguiles,5
beguil'd,16
beguiling,3
begun,29
be',1
be's,1
be'st,13
be't,15
behalf,45
behalfs,1
behaved,2
behavedst,1
behav'd,1
behavior,1
behaviors,1
behaviour,27
behaviours,6
behead,1
beheaded,6
beheld,28
behest,1
behests,1
behind,120
behold,158
beholder,1
beholders,5
beholdest,1
behold's,1
behold'st,3
beholding,28
beholds,1
behoof,2
behooffull,1
behooves,1
behove,3
behoves,3
behowls,1
being,664
belarius,82
belch,8
belching,1
beldam,1
beldame,1
beldams,2
belee'd,1
belgia,2
bel's,1
belie,10
belied,7
belief,12
beliest,1
believe,232
believed,6
believe',1
believe't,7
believes,4
believest,1
believ'd,13
believ'st,1
believing,6
belike,42
bell,42
bellario,8
bellario's,1
belle,1
bellied,4
bellies,2
bellman,1
bellona's,1
bellow,1
bellowed,2
bellow'd,1
bellowing,2
bellows,4
bells,13
belly,38
bellyful,2
belly's,3
belman,1
belmont,16
belock'd,1
belong,17
belong'd,2
belonging,5
belongings,1
belongs,18
beloved,31
belov'd,31
beloving,1
below,58
belt,2
belzebub,3
bemadding,1
bemet,1
bemete,1
bemoaned,1
bemoan'd,1
bemock,1
bemock'd,1
bemoil'd,1
bemonster,1
ben,68
bench,10
bencher,1
benches,2
bench'd,1
bend,45
bended,7
bending,19
bends,3
bene,134
beneath,20
benedicite,2
benedick,65
benedick's,3
benedictine,222
benediction,6
benedictus,3
benefactors,4
benefice,1
beneficial,3
benefit,39
benefited,1
benefits,7
benetted,1
benevolence,1
benevolences,1
benied,1
benison,3
bennet,2
bent,38
bentii,1
bentivolii,1
bents,1
benumbed,1
benvolio,17
bepaint,1
bepray,1
bequeath,9
bequeathed,4
bequeath'd,2
bequeathing,2
bequest,1
ber,20
berard,2
berattle,1
beray'd,1
bere,1
bereave,3
bereaved,2
bereaves,1
bereft,17
bergamo,1
bergomask,2
berhyme,1
berhym'd,1
berkeley,14
bermoothes,1
bernardo,9
berod,1
berowne,196
berowne's,1
berri,3
berries,6
berrord,1
berry,1
bertram,135
bertram's,1
berwick,3
bescreen'd,1
beseech,222
beseeched,1
beseechers,1
beseech'd,2
beseeching,3
beseek,1
beseem,6
beseemeth,1
beseeming,11
beseems,4
beset,6
beshrew,32
beside,34
besides,108
besiege,10
besieged,1
besieg'd,4
beslubber,1
besmear,2
besmeared,1
besmear'd,3
besmirch,1
besmirch'd,1
besom,1
besort,2
besotted,1
bespake,2
bespeak,6
bespice,1
bespoke,5
bespotted,1
bess,1
bessy,1
best,449
bestained,1
bested,1
best's,1
bestial,3
bestir,2
bestirr'd,2
bestow,49
bestowed,14
bestow'd,16
bestow'st,1
bestow't,1
bestowing,5
bestows,5
bestraught,1
bestrew,2
bestrew'd,1
bestrid,6
bestride,9
bestrides,1
bet,1
betake,6
beteem,2
bethink,21
bethought,4
bethrothed,1
bethump'd,1
betid,3
betide,8
betideth,2
betime,4
betimes,24
betoken,1
betook,1
betossed,1
betray,37
betrayed,8
betray'd,18
betray'dst,1
betray's,1
betraying,2
betrays,1
betrims,1
betrothed,4
betroth'd,8
betroths,1
betted,1
better,591
bettered,3
better'd,1
bettering,2
betters,12
bett'red,1
bett'ring,2
betting,2
bettre,1
between,237
between's,4
betwixt,56
bevel,1
beverage,1
bevis,4
bevy,2
bewail,2
bewailed,1
bewailing,1
bewails,1
beware,28
bewasted,1
beweep,4
bewept,3
bewet,1
bewhored,1
bewitch,2
bewitched,3
bewitch'd,5
bewitchment,1
bewray,6
bewray'd,1
beyond,60
bezonian,1
bezonians,1
b',4
b'uy,1
bianca,112
bianca's,5
bianco's,1
bias,12
bibble,1
bickerings,1
bid,337
bidden,1
bidding,26
biddings,1
biddy,1
bide,16
bides,4
bid'st,5
biding,2
bids,57
bien,3
bier,6
bifold,1
big,47
bigamy,1
biggen,1
bigger,15
bigness,1
bigot,16
bilberry,1
bilbo,2
bilboes,1
bilbow,1
bility,1
bill,18
billeted,2
billets,1
billiards,1
billing,1
billow,2
billows,5
bills,15
bin,3
binary,1
bind,44
bindeth,1
binding,1
binds,4
biondello,73
birch,1
bird,42
bird's,4
birding,5
birdlime,1
birds,35
birnam,11
birth,87
birthday,2
birthdom,1
birthplace,1
